stock_code,description,revenue,units_sold,orders,customers,revenue_rank
16044,,389.22,6193.0,3,2,3352
23337,EGG FRYING PAN MINT,388.75,180.0,69,49,3353
84497,BUTTONS AND STRIPES NOTEBOOK,387.13,97.0,37,29,3354
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,386.83,159.0,68,9,3355
79051A,SMOKEY GREY COLOUR GLASS,386.38,939.0,55,39,3356
90158,ST TROPEZ NECKLACE,386.32,77.0,63,11,3357
84292,ROSE PINK METAL FOLDING CHAIR,385.98,44.0,14,11,3358
90070,RUBY GLASS CLUSTER BRACELET,385.15,63.0,35,9,3359
90201A,PURPLE ENAMEL FLOWER RING,382.84,130.0,54,16,3360
23116,VEGETABLE GARDEN CHOPPING BOARD,382.44,76.0,22,17,3361
90035B,,380.89,43.0,4,4,3362
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,380.82,42.0,25,11,3363
20670,VIP HOLIDAY PURSE,378.85,694.0,48,20,3364
84533B,,377.93,59.0,24,17,3365
20976,,376.34,549.0,76,51,3366
85033G,,376.05,236.0,32,16,3367
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,375.93,1063.0,101,58,3368
84680,CLASSICAL ROSE URN,372.3,94.0,17,14,3369
84741C,,372.14,185.0,51,42,3370
84877D,,371.85,160.0,43,14,3371
84429A,MEDIUM PINK BUDDHA HEAD,371.78,109.0,42,22,3372
16216,LETTER SHAPE PENCIL SHARPENER,371.64,4158.0,88,69,3373
90134,OLD ROSE COMBO BEAD NECKLACE,370.92,126.0,96,2,3374
78033,FLAG OF ST GEORGE CHAIR,370.6,76.0,16,13,3375
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,369.78,840.0,21,13,3376
20663,QUEEN OF THE SKIES HOLIDAY PURSE,369.41,1074.0,44,13,3377
90082B,DIAMANTE BOW BROOCH RED COLOUR,368.3,58.0,25,18,3378
20906,,368.24,101.0,47,25,3379
22870,NUMBER TILE COTTAGE GARDEN 2,367.97,155.0,46,16,3380
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,367.55,300.0,29,20,3381
47503G,,367.36,284.0,35,21,3382
23575,SNACK TRAY PAISLEY PARK,367.35,179.0,32,22,3383
47504G,,366.81,266.0,57,38,3384
35915A,,365.76,288.0,1,1,3385
90002D,FLOWER BURST SILVER RING CRYSTAL,365.74,104.0,34,17,3386
84926D,LA PALMIERA TILE COASTER,365.35,773.0,47,29,3387
79190A,RETRO PLASTIC 70'S TRAY,364.25,790.0,119,42,3388
35968,check,363.34,761.0,75,49,3389
90164B,WHITE  ROSEBUD PEARL BRACELET,362.94,67.0,35,8,3390
90160A,PURPLE BOUDICCA LARGE BRACELET,362.51,52.0,25,18,3391
85094,CANDY SPOT EGG WARMER RABBIT,360.99,760.0,108,40,3392
84760S,,360.21,222.0,36,24,3393
21946,PARTY TIME DESIGN FLANNEL,358.97,625.0,67,25,3394
84402D,,358.93,373.0,13,9,3395
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",358.87,45.0,28,10,3396
23579,SNACK TRAY I LOVE LONDON,358.75,169.0,35,22,3397
84711B,PINK OVAL SHAPE TRINKET BOX,357.71,39.0,30,11,3398
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,357.22,250.0,27,25,3399
35912B,WHITE/PINK CHICK DECORATION,355.58,288.0,30,22,3400
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,355.48,166.0,52,39,3401
20799,,355.33,200.0,26,11,3402
72487,,355.05,827.0,14,13,3403
90019A,SILVER M.O.P ORBIT BRACELET,354.59,68.0,51,16,3404
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,353.71,55.0,32,16,3405
90013C,GREEN VINTAGE EARRINGS,353.55,88.0,56,10,3406
20950,,353.39,687.0,83,57,3407
22039,BOTANICAL LILY GIFT WRAP,353.0,850.0,30,27,3408
84898F,,352.75,165.0,52,37,3409
46000R,POLYESTER FILLER PAD 45x30cm,352.35,243.0,61,42,3410
84809B,damaged,351.6,296.0,8,7,3411
23420,PANTRY HOOK TEA STRAINER,351.37,164.0,32,26,3412
90201C,RED ENAMEL FLOWER RING,350.94,119.0,46,16,3413
90161A,ANT COPPER RED BOUDICCA BRACELET,349.96,70.0,43,14,3414
23421,PANTRY HOOK SPATULA,349.2,160.0,33,24,3415
82011B,BATHROOM SCALES RUBBER DUCKS,348.8,93.0,48,23,3416
84249D,,347.3,823.0,64,48,3417
84535A,,346.93,607.0,64,44,3418
22257,FELT FARM ANIMAL SHEEP,345.48,419.0,57,23,3419
84801B,WHITE HYDRANGEA ART FLOWER,345.0,214.0,18,14,3420
90148,LONG SILVER NECKLACE PASTEL FLOWER,343.98,27.0,18,15,3421
84881,BLUE WIRE SPIRAL CANDLE HOLDER,342.94,52.0,24,21,3422
21306,SET/4 DAISY MIRROR MAGNETS,342.8,681.0,68,48,3423
20940,,342.75,118.0,22,15,3424
90191,SILVER LARIAT 40CM,342.6,40.0,21,13,3425
35833P,check,342.17,185.0,64,32,3426
72811,SMALL ZINC/GLASS CANDLEHOLDER,340.45,445.0,22,18,3427
75149N,,340.0,272.0,25,18,3428
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,339.84,125.0,26,12,3429
79303B,,339.57,109.0,10,4,3430
84925A,,339.29,179.0,17,14,3431
84509E,SET OF 4 CAROUSEL PLACEMATS,338.6,163.0,33,11,3432
23015,CORDIAL GLASS JUG,338.38,40.0,18,15,3433
84576,damaged,337.04,96.0,32,19,3434
35914,,336.58,243.0,56,25,3435
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,336.2,385.0,20,15,3436
20847,ZINC HEART LATTICE CHARGER LARGE,334.35,80.0,27,17,3437
90014B,GOLD M.O.P. ORBIT NECKLACE,333.71,34.0,28,13,3438
17109A,,333.61,709.0,13,12,3439
23047,PAPER LANTERN 5 POINT SEQUIN STAR,333.5,58.0,25,25,3440
21402,RED  EGG  SPOON,333.42,1698.0,151,81,3441
90175C,BLUE GLASS CHUNKY CHARM BRACELET,332.95,37.0,20,15,3442
20688,BEAUTY SPEED EXPRESSO CUPS,332.9,464.0,11,9,3443
47583B,,332.6,27.0,6,6,3444
21420,OYSTER TRINKET BOX,332.16,120.0,31,21,3445
35637C,PINK STRING CURTAIN WITH POLE,331.14,100.0,19,14,3446
85024B,EAU DE NILE JEWELLED PHOTOFRAME,330.9,218.0,20,19,3447
84030C,,330.78,53.0,19,4,3448
84870C,GREEN GEISHA GIRL,330.36,93.0,41,21,3449
35921,EASTER BUNNY HANGING GARLAND,330.32,183.0,49,23,3450
22878,NUMBER TILE COTTAGE GARDEN No,330.26,128.0,45,13,3451
90129B,TURQUOISE GLASS TASSLE BAG CHARM,329.95,146.0,62,17,3452
37467,,328.51,273.0,64,28,3453
72739B,,328.39,394.0,28,10,3454
21722,SWEET PUDDING STICKER SHEET,327.75,347.0,79,33,3455
22889,NUMBER TILE VINTAGE FONT No,327.12,196.0,39,8,3456
84902,,326.33,84.0,53,28,3457
84706A,,325.88,137.0,7,6,3458
21309,LOUVRE CHALKBOARD,325.6,49.0,5,5,3459
90209A,PURPLE ENAMEL+GLASS HAIR COMB,325.5,173.0,10,7,3460
23037,CANDLE HOLDER SILVER MADELINE,325.16,196.0,20,17,3461
23478,WOODLAND LARGE PINK FELT HEART,324.4,285.0,13,9,3462
90175B,PINK GLASS CHUNKY CHARM BRACELET,322.85,36.0,27,6,3463
84870B,BLUE GEISHA GIRL,322.61,90.0,40,22,3464
90197B,BLACK GLASS BRACELET W HEART CHARMS,322.52,64.0,51,2,3465
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,322.41,27.0,21,14,3466
85131C,BEADED CRYSTAL HEART BLUE ON STICK,320.15,439.0,72,20,3467
85070,for show,320.0,3.0,3,3,3468
84661A,WHITE SQUARE TABLE CLOCK,319.01,224.0,45,22,3469
85089,CANDY SPOT BUNNY,317.54,99.0,29,15,3470
85033S,,317.35,258.0,49,34,3471
84933C,,317.0,136.0,6,6,3472
90018A,SILVER M.O.P ORBIT DROP EARRINGS,316.99,75.0,56,15,3473
17091B,JASMINE TEA INCENSE IN TIN,316.98,276.0,51,35,3474
21401,BLUE PUDDING SPOON,315.7,1437.0,121,72,3475
85129B,BEADED CRYSTAL HEART GREEN SMALL,315.11,233.0,56,26,3476
84673A,PINK FLY SWAT,314.84,500.0,99,57,3477
84933A,,314.35,131.0,6,5,3478
46000U,POLYESTER FILLER PAD 30CMx30CM,313.75,251.0,51,39,3479
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,313.75,51.0,34,13,3479
35638B,PINK/BLUE STRING CURTAIN,313.29,118.0,11,7,3480
23695,DOILY THANK YOU CARD,313.24,741.0,57,41,3481
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,312.65,185.0,24,21,3482
84838,,312.5,50.0,4,3,3483
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,312.14,37.0,30,14,3484
84522,PINK PARTY SUNGLASSES,311.86,186.0,26,19,3485
22872,NUMBER TILE COTTAGE GARDEN 4,311.3,136.0,39,16,3486
35979,,311.03,94.0,27,19,3487
62095B,,310.83,292.0,21,18,3488
84623,,310.44,56.0,14,8,3489
47593A,,309.18,304.0,98,36,3490
84933B,,309.15,136.0,6,5,3491
20795,LARGE BLUE PROVENCAL CERAMIC BALL,308.7,135.0,29,15,3492
77081,,308.38,242.0,33,17,3493
84906,PINK BUTTERFLY CUSHION COVER,307.47,66.0,21,14,3494
21196,ROUND WHITE CONFETTI IN TUBE,306.89,178.0,22,16,3495
84671B,,306.77,109.0,32,20,3496
23495,SET OF 3 PANTRY WOODEN SPOONS,306.66,225.0,41,21,3497
90173,PAIR BUTTERFLY HAIR CLIPS,306.64,81.0,51,7,3498
72130,COLUMBIAN CANDLE ROUND,306.35,753.0,57,39,3499
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,305.66,941.0,40,17,3500
20800,,303.96,1005.0,5,2,3501
84219,,303.86,137.0,28,24,3502
44235,ASSORTED COLOURED CIRCLE MOBILE,303.84,816.0,22,16,3503
72753D,S/3 FLWR FAIRY SUMMER CANDLES,302.4,144.0,9,9,3504
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",302.29,38.0,16,11,3505
85147,,301.95,61.0,16,14,3506
23430,BLUE RETRO KITCHEN WALL CLOCK,301.88,36.0,18,16,3507
35645,VINTAGE BEAD PINK JEWEL BOX,301.81,61.0,34,18,3508
21321,,301.8,122.0,18,10,3509
90098,NECKLACE+BRACELET PINK BUTTERFLY,301.28,137.0,55,22,3510
90035C,"PEARL & SHELL 42""NECKL. IVORY",301.0,28.0,5,5,3511
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164.0,5,5,3512
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,299.35,1211.0,23,20,3513
90124A,PINK MURANO TWIST NECKLACE,299.28,30.0,20,16,3514
35981C,,297.62,589.0,67,55,3515
84627,,297.5,50.0,19,15,3516
84247N,PACK/12 BLUE FOLKART CARDS,297.48,113.0,53,33,3517
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,296.79,263.0,29,12,3518
79190D,RETRO PLASTIC DAISY TRAY,296.58,641.0,112,44,3519
35920,,296.34,1070.0,24,18,3520
47471,RAINBOW PEGS PHOTO CLIP STRING,295.72,428.0,63,35,3521
DCGSSGIRL,GIRLS PARTY BAG,295.63,92.0,23,0,3522
90129A,PINK GLASS TASSLE BAG CHARM,295.38,151.0,73,14,3523
20869,GOLD FABRIC MIRROR,295.12,529.0,53,30,3524
21697,,295.08,372.0,7,6,3525
22954,HEN PARTY CORDON BARRIER TAPE,293.89,238.0,50,28,3526
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,293.33,69.0,35,14,3527
84926A,WAKE UP COCKEREL TILE COASTER,293.08,664.0,51,29,3528
84482,,293.02,75.0,32,22,3529
72801F,,292.5,234.0,25,20,3530
37422,,292.08,434.0,73,14,3531
90030B,RED KUKUI COCONUT SEED NECKLACE,292.08,139.0,36,17,3531
84800S,SMALL WHITE/PINK ROSE ART FLOWER,292.04,388.0,19,19,3532
23567,EGG CUP HENRIETTA HEN PINK,291.58,211.0,37,15,3533
21030,SPACE CADET RED,290.9,239.0,51,37,3534
84529A,,290.78,50.0,19,9,3535
20826,,290.72,355.0,14,11,3536
16202A,PASTEL PINK PHOTO ALBUM,290.45,662.0,21,16,3537
21388,,290.17,311.0,29,27,3538
23410,CURIO CABINET LINEN AND LACE,290.1,36.0,18,16,3539
84882,GREEN WIRE STANDING CANDLE HOLDER,289.43,66.0,36,22,3540
22871,NUMBER TILE COTTAGE GARDEN 3,289.39,127.0,30,11,3541
72812,LARGE ZINC GLASS CANDLEHOLDER,288.46,105.0,31,14,3542
20987,,288.35,131.0,22,11,3543
21144,,287.47,543.0,60,40,3544
16212,,287.01,366.0,37,29,3545
20821,GOLDIE LOOKING MIRROR,286.42,42.0,25,10,3546
90014C,SILVER AND BLACK ORBIT NECKLACE,284.68,29.0,20,13,3547
37413,ICON MUG REVOLUTIONARY,284.49,703.0,81,52,3548
90185B,AMETHYST DIAMANTE EXPANDABLE RING,284.43,67.0,34,12,3549
82093,,283.49,139.0,28,7,3550
20980,,282.31,233.0,58,35,3551
84977,,281.33,223.0,44,34,3552
16052,,281.32,848.0,35,18,3553
23481,PEARLISED IVORY HEART SMALL,281.17,228.0,29,23,3554
90163A,PINK ROSEBUD & PEARL NECKLACE,280.71,37.0,24,5,3555
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,279.88,307.0,69,42,3556
84508C,check,279.82,103.0,43,22,3557
72739C,,279.08,326.0,23,10,3558
84625B,Damaged,279.0,180.0,17,15,3559
21412,,279.0,275.0,67,33,3559
90115,SUMMER BUTTERFLIES BAG CHARM,278.96,108.0,60,11,3560
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,278.73,291.0,64,37,3561
21367,MIRRORED WALL ART GENTS,278.48,211.0,60,37,3562
84926F,PSYCHEDELIC TILE COASTER,277.9,484.0,42,24,3563
90146,FINE SILVER NECKLACE W PASTEL FLOWE,276.49,41.0,19,12,3564
84966C,GREEN KASHMIRI BOXED MIRROR,276.0,23.0,2,1,3565
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,275.96,17.0,14,0,3566
23137,ZINC WIRE SWEETHEART LETTER TRAY,275.62,83.0,23,18,3567
90085,CRYSTAL STILETTO PHONE CHARM,275.53,311.0,29,14,3568
21095,,274.57,295.0,40,24,3569
84924F,PSYCHEDELIC METAL SIGN CALENDAR,274.55,975.0,10,8,3570
21193,,274.37,111.0,22,14,3571
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,273.93,497.0,25,11,3572
90122A,PINK CRYSTAL+GLASS BRACELET,273.89,55.0,31,14,3573
84927F,PSYCHEDELIC TILE HOOK,273.32,335.0,62,44,3574
23141,TRIPLE WIRE HOOK PINK HEART,272.91,79.0,25,18,3575
84924D,LA PALMIERA METAL SIGN CALENDAR,272.61,764.0,15,11,3576
35096A,,272.45,765.0,50,18,3577
79303D,LILAC FLOWER BLOCK TABLE LAMP,272.45,78.0,19,5,3577
84499,,272.17,326.0,41,16,3578
22874,NUMBER TILE COTTAGE GARDEN 6,272.02,126.0,28,15,3579
90185C,BLACK DIAMANTE EXPANDABLE RING,271.96,64.0,32,17,3580
90032,IVORY SHELL HEART NECKLACE,271.88,48.0,24,12,3581
22877,NUMBER TILE COTTAGE GARDEN 9,271.64,128.0,28,18,3582
84192,ASSORTED COLOUR METAL CAT,271.1,226.0,38,29,3583
23474,WOODLAND SMALL BLUE FELT HEART,270.96,312.0,37,26,3584
47586A,PINK FAIRY CAKE CUSHION COVER,270.43,200.0,29,23,3585
22868,NUMBER TILE COTTAGE GARDEN 0,270.38,124.0,27,13,3586
47351B,BLUE  VOILE LAMPSHADE,269.9,98.0,14,11,3587
47591A,,269.54,163.0,70,32,3588
85195,,269.44,146.0,17,14,3589
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,269.1,54.0,30,12,3590
72793,,268.75,55.0,10,5,3591
20818,GOLD TEDDY BEAR,268.5,87.0,30,20,3592
22875,NUMBER TILE COTTAGE GARDEN 7,268.35,123.0,30,17,3593
21372,MIRRORED WALL ART TABLE LAMP,267.01,156.0,50,28,3594
47481,50CM METAL STRING WITH  7 CLIPS,265.4,326.0,44,31,3595
23476,WOODLAND LARGE RED FELT HEART,264.72,205.0,22,18,3596
21950,,263.63,211.0,18,2,3597
90157,RIVIERA NECKLACE,263.28,53.0,24,14,3598
90129E,PURPLE GLASS TASSLE BAG CHARM,263.14,129.0,59,10,3599
22873,NUMBER TILE COTTAGE GARDEN 5,262.5,120.0,31,17,3600
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,261.91,319.0,20,19,3601
21268,VINTAGE BLUE TINSEL REEL,261.66,397.0,49,31,3602
79328,,260.76,594.0,17,6,3603
72799D,BLUE PILLAR CANDLE SILVER FLOCK,260.67,78.0,18,12,3604
84993B,75 BLACK PETIT FOUR CASES,260.65,571.0,99,57,3605
44234,ASSORTED CIRCULAR MOBILE,260.39,1213.0,56,28,3606
84597B,damages,259.37,205.0,27,11,3607
85095,THREE CANVAS LUGGAGE TAGS,259.09,174.0,49,9,3608
84613C,,258.06,62.0,12,11,3609
90035A,"PEARL & SHELL 42""NECKL. GREEN",257.55,24.0,16,7,3610
85179C,PINK BITTY LIGHT CHAIN,257.15,116.0,40,10,3611
84371,,257.1,30.0,6,4,3612
90040B,MURANO STYLE GLASS BRACELET BLACK,255.97,71.0,36,17,3613
22882,NUMBER TILE VINTAGE FONT 3,255.08,126.0,50,18,3614
17038,PORCELAIN BUDAH INCENSE HOLDER,254.51,2559.0,55,21,3615
10123C,,254.41,650.0,63,39,3616
84461,12 PINK HEN+CHICKS IN BASKET,253.79,99.0,40,33,3617
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,253.59,6.0,6,0,3618
21493,,252.45,272.0,29,22,3619
79338,,252.29,553.0,13,8,3620
22876,NUMBER TILE COTTAGE GARDEN 8,252.22,118.0,23,12,3621
21032,SPACE CADET WHITE,252.16,203.0,50,28,3622
21370,MIRRORED WALL ART FOXY,251.97,54.0,22,15,3623
23149,ANTIQUE IVORY WIRE BOWL SMALL,251.45,99.0,21,17,3624
DCGSSBOY,BOYS PARTY BAG,251.35,77.0,21,0,3625
90081C,LILY BROOCH OLIVE COLOUR,250.47,50.0,36,13,3626
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,250.34,50.0,34,7,3627
20836,FRENCH PAISLEY CUSHION COVER,250.0,224.0,22,18,3628
21460,GREEN EASTER EGG HUNT START POST,249.65,113.0,27,20,3629
90170,DAISY HAIR BAND,249.58,150.0,73,10,3630
90087,CRYSTAL SEA HORSE PHONE CHARM,249.56,311.0,53,13,3631
23465,TUSCAN VILLA BIRD FEEDER,247.63,29.0,16,15,3632
84621,,247.26,29.0,15,9,3633
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",246.83,31.0,15,7,3634
82011A,"BATHROOM SCALES, TROPICAL BEACH",246.58,59.0,34,19,3635
47503H,ASS FLORAL PRINT SPIRIT LEVEL,246.12,160.0,60,45,3636
46307,ROSES BLUE BASE CUSHION COVER,246.03,51.0,33,4,3637
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,244.79,29.0,24,5,3638
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,243.61,104.0,49,10,3639
90129C,GREEN GLASS TASSLE BAG CHARM,243.38,107.0,51,16,3640
90119,METALIC LEAVES BAG CHARMS,243.07,97.0,42,6,3641
90081A,LILY BROOCH AMETHYST COLOUR,242.8,49.0,24,15,3642
90196A,PURPLE GEMSTONE NECKLACE 45CM,242.25,19.0,11,9,3643
23475,WOODLAND SMALL PINK FELT HEART,242.18,286.0,31,25,3644
35818P,"ACRYLIC JEWEL ICICLE, PINK",242.15,559.0,25,18,3645
90196B,BLACK GEMSTONE NECKLACE 45CM,241.98,19.0,14,9,3646
23143,ZINC WIRE KITCHEN ORGANISER,239.97,30.0,16,12,3647
84629,WHITE 3 FRAME BIRDS AND TREE,237.8,24.0,13,12,3648
82553,,237.73,114.0,42,14,3649
90133,TEAL/FUSCHIA COL BEAD NECKLACE,236.46,47.0,36,7,3650
44217M,MULTICOLOUR FEATHERS CURTAIN,236.4,72.0,3,1,3651
20891,,236.33,684.0,3,1,3652
82585,,235.9,164.0,47,18,3653
90210D,PURPLE ACRYLIC FACETED BANGLE,235.73,142.0,23,10,3654
23580,SNACK TRAY HAPPY FOREST,234.92,116.0,25,20,3655
20855,,234.3,142.0,47,41,3656
20736,PINK MINI TAPE MEASURE,233.5,290.0,19,18,3657
84247K,"FOLK ART GREETING CARD,pack/12",233.48,75.0,28,20,3658
90185A,AMBER DIAMANTE EXPANDABLE RING,233.29,55.0,26,8,3659
37483,ENGLISH ROSE MUG IN GIFT BOX,232.89,143.0,10,10,3660
23036,T-LIGHT HOLDER SILVER PETIT FOUR,232.42,184.0,16,14,3661
16256B,,232.35,524.0,35,17,3662
35991,,232.08,402.0,54,43,3663
90210B,CLEAR ACRYLIC FACETED BANGLE,232.04,102.0,24,15,3664
23447,PINK BUNNY EASTER EGG BASKET,231.9,158.0,4,4,3665
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,231.27,25.0,24,0,3666
16202C,,230.59,97.0,12,10,3667
21226,POCKET MIRROR WOODLAND,230.55,213.0,37,17,3668
90164A,PINK ROSEBUD PEARL BRACELET,230.39,40.0,25,7,3669
22880,NUMBER TILE VINTAGE FONT 1,230.27,111.0,37,10,3670
23446,BLUE BUNNY EASTER EGG BASKET,230.25,157.0,3,3,3671
37508,,229.57,89.0,46,35,3672
72781,,229.5,121.0,15,11,3673
90122B,JADE CRYSTAL+GLASS BRACELET,228.99,46.0,26,14,3674
21639,,228.65,259.0,15,12,3675
90199B,5 STRAND GLASS NECKLACE AMETHYST,228.61,36.0,31,12,3676
90090,PINK CRYSTAL HEART PHONE CHARM,227.72,263.0,22,12,3677
35809B,,227.54,104.0,33,21,3678
71028B,,227.48,494.0,13,7,3679
84705C,PINK FLOCK PHOTO FRAME,227.33,162.0,8,5,3680
72750D,,226.5,110.0,11,11,3681
23003,Printing smudges/thrown away,226.2,542.0,53,38,3682
90003D,CRYSTAL PAIR HEART HAIR SLIDES,226.17,60.0,32,15,3683
90155,RESIN NECKLACE W PASTEL BEADS,226.16,30.0,21,12,3684
84966A,,225.95,13.0,4,3,3685
90116,FRUIT SALAD BAG CHARM,225.52,106.0,63,11,3686
21369,MIRRORED WALL ART SPLODGES,225.36,133.0,22,15,3687
TEST001,This is a test product.,225.0,50.0,9,2,3688
84927E,,224.31,494.0,29,22,3689
35597B,BLACKCHRISTMAS TREE 30CM,224.1,78.0,7,6,3690
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,223.74,136.0,36,9,3691
17084P,DRAGONS BLOOD INCENSE,222.75,990.0,70,23,3692
17011C,,221.4,335.0,2,1,3693
21102,,221.08,82.0,20,10,3694
16258B,,221.06,1016.0,15,13,3695
17013B,,221.03,256.0,3,2,3696
35833G,damages,220.66,134.0,34,23,3697
62086A,PINK RETRO BIG FLOWER BAG,220.35,113.0,24,20,3698
90124C,GREEN MURANO TWIST NECKLACE,220.21,22.0,16,7,3699
72225D,,219.46,962.0,11,9,3700
85168A,WHITE BAROQUE CARRIAGE CLOCK,218.9,22.0,15,12,3701
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,218.88,576.0,13,12,3702
22881,NUMBER TILE VINTAGE FONT 2,218.82,112.0,36,9,3703
22884,NUMBER TILE VINTAGE FONT 5,217.26,110.0,39,14,3704
90005A,JADE GREEN ENAMEL HAIR COMB,216.87,106.0,57,5,3705
35817P,thrown away,216.7,420.0,11,9,3706
84725,FREESTYLE CANVAS ART PICTURE,216.5,134.0,29,24,3707
35793,,216.33,108.0,15,7,3708
37492A,YELLOW RED FLOWER PIGGY BANK,216.07,108.0,11,7,3709
84807,damages,215.93,233.0,7,7,3710
90036A,FLOWER GARLAND NECKLACE RED,215.76,27.0,20,10,3711
21543,,215.0,284.0,24,13,3712
84690,S/2 BEACH HUT STOOLS,214.65,27.0,14,12,3713
48179,,214.47,34.0,11,6,3714
90123A,PINK HEART OF GLASS BRACELET,214.07,36.0,19,14,3715
51012C,"FEATHER DUSTER, COAL BLACK",213.75,171.0,27,22,3716
90214A,"LETTER ""A"" BLING KEY RING",213.65,213.0,104,27,3717
90019C,SILVER BLACK ORBIT BRACELET,213.38,40.0,34,7,3718
16201A,PASTEL PINK PHOTO ALBUM,213.37,101.0,9,7,3719
21400,RED PUDDING SPOON,213.07,1078.0,91,54,3720
22883,NUMBER TILE VINTAGE FONT 4,213.05,109.0,34,9,3721
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,212.85,147.0,8,7,3722
84313A,PINK TV TRAY TABLE,212.42,38.0,19,10,3723
84247C,,212.4,72.0,22,22,3724
90024B,NEW BAROQUE B'FLY NECKLACE RED,212.24,25.0,22,6,3725
21368,MIRRORED WALL ART LADIES,212.04,201.0,47,32,3726
84927D,,211.29,953.0,28,22,3727
22885,NUMBER TILE VINTAGE FONT 6,210.26,112.0,35,13,3728
20827,damages,209.36,173.0,8,5,3729
20814,,208.89,189.0,13,7,3730
84706F,RED PEONY TABLE CLOCK,208.3,34.0,17,15,3731
47574B,,208.25,49.0,27,25,3732
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,208.21,35.0,26,8,3733
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,207.94,19.0,14,1,3734
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,207.86,29.0,16,8,3735
37485,,207.69,49.0,15,10,3736
90210A,GREY ACRYLIC FACETED BANGLE,207.34,88.0,21,12,3737
90040A,MURANO STYLE GLASS BRACELET RED,207.05,53.0,34,10,3738
47343A,,206.26,200.0,23,21,3739
17014D,,204.36,479.0,8,5,3740
90186A,AMETHYST HOOP EARRING FLORAL LEAF,203.73,69.0,33,14,3741
35824B,,203.24,528.0,6,4,3742
20890,,202.62,605.0,4,1,3743
48103,,201.73,35.0,10,10,3744
84723,CHERRY BLOSSOM CANVAS ART PICTURE,201.3,54.0,12,11,3745
72754A,damaged,201.24,292.0,5,4,3746
20672,,201.0,138.0,36,21,3747
90144,SILVER DROP EARRINGS WITH FLOWER,199.45,53.0,33,11,3748
79403,FROSTED WHITE BASE,199.02,216.0,36,19,3749
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,198.98,33.0,21,14,3750
84985b,SET OF 72 BLACK PAPER DOILIES,197.94,129.0,25,12,3751
22330,,197.9,128.0,22,15,3752
37471,MULTICOLOUR POLKADOT PLATE,197.85,1405.0,10,4,3753
84855,,196.7,36.0,15,10,3754
47504F,,196.46,527.0,14,12,3755
90029,NEW BAROQUE SMALL NECKLACE BLACK,195.14,23.0,12,10,3756
23697,A PRETTY THANK YOU CARD,194.58,456.0,35,26,3757
21582,,193.05,117.0,16,15,3758
35819B,check,192.3,385.0,32,26,3759
84899F,,192.17,121.0,53,20,3760
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",192.17,24.0,15,4,3760
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,191.54,51.0,35,10,3761
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,191.41,16.0,11,9,3762
47518F,ICON PLACEMAT POP ART ELVIS,190.89,912.0,43,22,3763
72051S,,190.89,300.0,54,18,3763
37506,,190.4,32.0,26,21,3764
84255B,,190.16,65.0,18,11,3765
84661C,PINK SQUARE TABLE CLOCK,189.87,152.0,27,12,3766
84926C,,189.6,138.0,31,17,3767
