transaction_key,invoice,full_date,stock_code,description,country,quantity,unit_price,line_value,transaction_type,record_status
900654,C571893,2011-10-19,21217,RED RETROSPOT ROUND CAKE TINS,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
900655,C571893,2011-10-19,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",United Kingdom,-4,4.95,-19.8,Cancellation,Valid
900656,C571893,2011-10-19,84818,damages,United Kingdom,-17,0.79,-13.43,Cancellation,Valid
900657,C571893,2011-10-19,47504K,,United Kingdom,-12,0.79,-9.48,Cancellation,Valid
900658,C571893,2011-10-19,23494,VINTAGE DOILY DELUXE SEWING KIT,United Kingdom,-3,5.95,-17.85,Cancellation,Valid
900659,C571893,2011-10-19,23404,HOME SWEET HOME BLACKBOARD,United Kingdom,-6,4.95,-29.7,Cancellation,Valid
900660,C571893,2011-10-19,23108,SET OF 10 LED DOLLY LIGHTS,United Kingdom,-2,6.25,-12.5,Cancellation,Valid
900661,C571893,2011-10-19,22720,SET OF 3 CAKE TINS PANTRY DESIGN,United Kingdom,-3,4.95,-14.85,Cancellation,Valid
900677,C571896,2011-10-19,22494,EMERGENCY FIRST AID TIN,United Kingdom,-2,1.25,-2.5,Cancellation,Valid
900678,C571897,2011-10-19,23169,smashed,United Kingdom,-3,4.15,-12.45,Cancellation,Valid
900717,C571902,2011-10-19,22941,CHRISTMAS LIGHTS 10 REINDEER,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
900718,C571902,2011-10-19,22812,PACK 3 BOXES CHRISTMAS PANETTONE,United Kingdom,-3,1.95,-5.85,Cancellation,Valid
900719,C571902,2011-10-19,21889,WOODEN BOX OF DOMINOES,United Kingdom,-2,1.25,-2.5,Cancellation,Valid
900764,C571907,2011-10-19,21485,RETROSPOT HEART HOT WATER BOTTLE,United Kingdom,-3,4.95,-14.85,Cancellation,Valid
901023,571915,2011-10-19,21627,ELEPHANT CARNIVAL POUFFE,United Kingdom,-32,0.0,0.0,Stock Adjustment,Zero Price
901053,C571919,2011-10-19,23354,6 GIFT TAGS 50'S CHRISTMAS,United Kingdom,-36,0.83,-29.88,Cancellation,Valid
901086,C571925,2011-10-19,85185B,PINK HORSE SOCK PUPPET KIT,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
901087,C571925,2011-10-19,23494,VINTAGE DOILY DELUXE SEWING KIT,United Kingdom,-5,5.95,-29.75,Cancellation,Valid
901088,C571925,2011-10-19,22139,RETROSPOT TEA SET CERAMIC 11 PC,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
901106,C571927,2011-10-19,21452,TOADSTOOL MONEY BOX,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
901107,C571928,2011-10-19,23494,VINTAGE DOILY DELUXE SEWING KIT,Germany,-5,5.95,-29.75,Cancellation,Valid
901740,C572022,2011-10-20,22456,NATURAL SLATE CHALKBOARD LARGE,United Kingdom,-2,4.95,-9.9,Cancellation,Valid
901849,C572027,2011-10-20,22147,FELTCRAFT BUTTERFLY HEARTS,United Kingdom,-2,1.45,-2.9,Cancellation,Valid
901902,C572029,2011-10-20,22427,ENAMEL FLOWER JUG CREAM,United Kingdom,-3,5.95,-17.85,Cancellation,Valid
902480,C572059,2011-10-20,21682,LARGE MEDINA STAMPED METAL BOWL,United Kingdom,-3,4.95,-14.85,Cancellation,Valid
902481,C572059,2011-10-20,21344,MOROCCAN BEATEN METAL DISH,United Kingdom,-3,9.95,-29.85,Cancellation,Valid
902482,C572059,2011-10-20,21242,RED RETROSPOT PLATE,United Kingdom,-12,1.69,-20.28,Cancellation,Valid
903353,C572102,2011-10-20,22622,BOX OF VINTAGE ALPHABET BLOCKS,United Kingdom,-1,11.95,-11.95,Cancellation,Valid
903597,C572109,2011-10-20,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
903598,C572109,2011-10-20,23397,FOOT STOOL HOME SWEET HOME,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
903599,C572109,2011-10-20,23064,CINDERELLA CHANDELIER,United Kingdom,-1,49.95,-49.95,Cancellation,Valid
903600,C572110,2011-10-20,23487,SWEET HEART CAKE CARRIER,United Kingdom,-2,9.95,-19.9,Cancellation,Valid
903601,C572110,2011-10-20,23295,SET OF 12 MINI LOAF BAKING CASES,United Kingdom,-2,0.83,-1.66,Cancellation,Valid
903602,C572112,2011-10-20,84406B,CREAM CUPID HEARTS COAT HANGER,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
903603,C572111,2011-10-20,23437,50'S CHRISTMAS GIFT BAG LARGE,United Kingdom,-2,1.25,-2.5,Cancellation,Valid
903604,C572111,2011-10-20,82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,-1,6.95,-6.95,Cancellation,Valid
903605,C572111,2011-10-20,22186,RED STAR CARD HOLDER,United Kingdom,-3,1.95,-5.85,Cancellation,Valid
903606,C572111,2011-10-20,22138,BAKING SET 9 PIECE RETROSPOT,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
903607,C572113,2011-10-20,84029E,RED WOOLLY HOTTIE WHITE HEART.,United Kingdom,-1,4.25,-4.25,Cancellation,Valid
903608,C572114,2011-10-20,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
903609,C572114,2011-10-20,23332,IVORY WICKER HEART LARGE,United Kingdom,-2,1.65,-3.3,Cancellation,Valid
903610,C572114,2011-10-20,23323,WHITE WICKER STAR,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
903611,C572115,2011-10-20,22997,TRAVEL CARD WALLET UNION JACK,United Kingdom,-22,0.42,-9.24,Cancellation,Valid
903612,C572115,2011-10-20,22996,TRAVEL CARD WALLET VINTAGE TICKET,United Kingdom,-20,0.42,-8.4,Cancellation,Valid
903613,C572116,2011-10-20,22460,EMBOSSED GLASS TEALIGHT HOLDER,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
903614,C572116,2011-10-20,71477,COLOURED GLASS STAR T-LIGHT HOLDER,United Kingdom,-2,3.29,-6.58,Cancellation,Valid
903615,C572117,2011-10-20,23395,BELLE JARDINIERE CUSHION COVER,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
903616,C572118,2011-10-20,23395,BELLE JARDINIERE CUSHION COVER,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
903617,C572118,2011-10-20,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,United Kingdom,-1,6.95,-6.95,Cancellation,Valid
903618,C572119,2011-10-20,84946,ANTIQUE SILVER T-LIGHT GLASS,United Kingdom,-2,1.25,-2.5,Cancellation,Valid
903619,C572120,2011-10-20,22138,BAKING SET 9 PIECE RETROSPOT,EIRE,-1,4.95,-4.95,Cancellation,Valid
903620,C572120,2011-10-20,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,EIRE,-1,3.75,-3.75,Cancellation,Valid
903621,C572120,2011-10-20,22169,FAMILY ALBUM WHITE PICTURE FRAME,EIRE,-1,8.5,-8.5,Cancellation,Valid
903622,C572120,2011-10-20,21181,PLEASE ONE PERSON METAL SIGN,EIRE,-6,2.1,-12.6,Cancellation,Valid
903623,C572120,2011-10-20,21169,YOU'RE CONFUSING ME METAL SIGN,EIRE,-1,1.69,-1.69,Cancellation,Valid
903624,C572120,2011-10-20,21907,I'M ON HOLIDAY METAL SIGN,EIRE,-1,2.1,-2.1,Cancellation,Valid
903625,C572120,2011-10-20,21166,COOK WITH WINE METAL SIGN,EIRE,-7,2.08,-14.56,Cancellation,Valid
903626,C572120,2011-10-20,22412,,EIRE,-2,2.1,-4.2,Cancellation,Valid
903627,C572120,2011-10-20,21175,GIN AND TONIC DIET METAL SIGN,EIRE,-1,2.55,-2.55,Cancellation,Valid
904044,C572187,2011-10-21,POST,POSTAGE,Denmark,-1,18.0,-18.0,Cancellation,Valid
904583,C572223,2011-10-21,23350,ROLL WRAP VINTAGE SPOT,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
904672,C572226,2011-10-21,23239,SET OF 4 KNICK KNACK TINS POPPIES,United Kingdom,-3,4.15,-12.45,Cancellation,Valid
904673,C572226,2011-10-21,23237,SET OF 4 KNICK KNACK TINS LEAF,United Kingdom,-2,4.15,-8.3,Cancellation,Valid
904674,C572226,2011-10-21,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
904675,C572226,2011-10-21,22847,BREAD BIN DINER STYLE IVORY,United Kingdom,-2,16.95,-33.9,Cancellation,Valid
904676,C572226,2011-10-21,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
904677,C572226,2011-10-21,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
904678,C572226,2011-10-21,23254,CHILDRENS CUTLERY DOLLY GIRL,United Kingdom,-1,4.15,-4.15,Cancellation,Valid
904679,C572226,2011-10-21,23256,CHILDRENS CUTLERY SPACEBOY,United Kingdom,-2,4.15,-8.3,Cancellation,Valid
904680,C572226,2011-10-21,22151,PLACE SETTING WHITE HEART,United Kingdom,-1,0.42,-0.42,Cancellation,Valid
904681,C572226,2011-10-21,22152,PLACE SETTING WHITE STAR,United Kingdom,-3,0.42,-1.26,Cancellation,Valid
904756,C572228,2011-10-21,22835,HOT WATER BOTTLE I AM SO POORLY,United Kingdom,-2,4.65,-9.3,Cancellation,Valid
904757,C572228,2011-10-21,22113,GREY HEART HOT WATER BOTTLE,United Kingdom,-5,3.75,-18.75,Cancellation,Valid
904758,C572228,2011-10-21,22112,CHOCOLATE HOT WATER BOTTLE,United Kingdom,-17,4.25,-72.25,Cancellation,Valid
904759,C572228,2011-10-21,22111,SCOTTIE DOG HOT WATER BOTTLE,United Kingdom,-10,3.45,-34.5,Cancellation,Valid
904924,572239,2011-10-21,84247E,PACK OF 12 CHRISTMAS FUN CARDS,United Kingdom,1,0.0,0.0,Sale,Zero Price
905073,C572275,2011-10-23,22423,REGENCY CAKESTAND 3 TIER,Germany,-1,12.75,-12.75,Cancellation,Valid
905074,C572275,2011-10-23,71279,damages,Germany,-1,2.95,-2.95,Cancellation,Valid
905075,C572276,2011-10-23,23237,SET OF 4 KNICK KNACK TINS LEAF,United Kingdom,-2,4.15,-8.3,Cancellation,Valid
905866,C572299,2011-10-23,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
907007,C572334,2011-10-24,85099B,JUMBO BAG RED RETROSPOT,United Kingdom,-100,1.79,-179.0,Cancellation,Valid
907008,C572334,2011-10-24,23284,DOORMAT KEEP CALM AND COME IN,United Kingdom,-10,7.08,-70.8,Cancellation,Valid
907009,C572334,2011-10-24,23205,CHARLOTTE BAG VINTAGE ALPHABET,United Kingdom,-100,0.72,-72.0,Cancellation,Valid
907010,C572334,2011-10-24,23201,JUMBO BAG ALPHABET,United Kingdom,-100,1.79,-179.0,Cancellation,Valid
907011,C572334,2011-10-24,22386,JUMBO BAG PINK POLKADOT,United Kingdom,-100,1.79,-179.0,Cancellation,Valid
907012,C572334,2011-10-24,21733,RED HANGING HEART T-LIGHT HOLDER,United Kingdom,-32,2.55,-81.6,Cancellation,Valid
907013,C572334,2011-10-24,22086,PAPER CHAIN KIT 50'S CHRISTMAS,United Kingdom,-120,2.55,-306.0,Cancellation,Valid
907014,C572334,2011-10-24,23319,BOX OF 6 MINI 50'S CRACKERS,United Kingdom,-48,2.08,-99.84,Cancellation,Valid
907015,C572334,2011-10-24,23351,ROLL WRAP 50'S CHRISTMAS,United Kingdom,-72,1.04,-74.88,Cancellation,Valid
907016,C572334,2011-10-24,21288,STRIPEY CHOCOLATE NESTING BOXES,United Kingdom,-24,2.55,-61.2,Cancellation,Valid
907017,C572334,2011-10-24,23204,CHARLOTTE BAG APPLES DESIGN,United Kingdom,-100,0.72,-72.0,Cancellation,Valid
907018,C572334,2011-10-24,22356,CHARLOTTE BAG PINK POLKADOT,United Kingdom,-100,0.72,-72.0,Cancellation,Valid
907019,C572334,2011-10-24,23344,JUMBO BAG 50'S CHRISTMAS,United Kingdom,-100,1.79,-179.0,Cancellation,Valid
907020,C572334,2011-10-24,20685,DOORMAT RED RETROSPOT,United Kingdom,-10,7.08,-70.8,Cancellation,Valid
907021,C572334,2011-10-24,23199,JUMBO BAG APPLES,United Kingdom,-100,1.79,-179.0,Cancellation,Valid
907022,C572334,2011-10-24,22355,CHARLOTTE BAG SUKI DESIGN,United Kingdom,-100,0.72,-72.0,Cancellation,Valid
907023,C572334,2011-10-24,21931,JUMBO STORAGE BAG SUKI,United Kingdom,-100,1.79,-179.0,Cancellation,Valid
907024,C572334,2011-10-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,-100,0.72,-72.0,Cancellation,Valid
907097,572341,2011-10-24,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,United Kingdom,-82,0.0,0.0,Stock Adjustment,Zero Price
907102,C572343,2011-10-24,23064,CINDERELLA CHANDELIER,United Kingdom,-40,10.0,-400.0,Cancellation,Valid
907103,C572343,2011-10-24,23057,rusty throw away,United Kingdom,-96,1.5,-144.0,Cancellation,Valid
907104,C572343,2011-10-24,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,United Kingdom,-240,5.39,-1293.6,Cancellation,Valid
907105,C572343,2011-10-24,23055,rusty thrown away,United Kingdom,-96,1.5,-144.0,Cancellation,Valid
907106,C572343,2011-10-24,22106,MIRROR MOSAIC HURRICANE LAMP,United Kingdom,-120,1.25,-150.0,Cancellation,Valid
907107,C572343,2011-10-24,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,United Kingdom,-240,0.95,-228.0,Cancellation,Valid
907108,C572343,2011-10-24,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,United Kingdom,-468,0.39,-182.52,Cancellation,Valid
907109,C572343,2011-10-24,22102,MIRROR MOSAIC T-LIGHT HOLDER,United Kingdom,-720,0.39,-280.8,Cancellation,Valid
907110,C572343,2011-10-24,22101,MIRROR MOSAIC VOTIVE HOLDER,United Kingdom,-324,0.39,-126.36,Cancellation,Valid
907113,572345,2011-10-24,20713,JUMBO BAG OWLS,United Kingdom,100,0.0,0.0,Sale,Zero Price
907114,C572346,2011-10-24,BANK CHARGES,Bank Charges,United Kingdom,-1,49.65,-49.65,Cancellation,Valid
907115,C572347,2011-10-24,S,SAMPLES,United Kingdom,-1,33.05,-33.05,Cancellation,Valid
907198,C572398,2011-10-24,POST,POSTAGE,United Kingdom,-1,11.85,-11.85,Cancellation,Valid
907199,C572398,2011-10-24,M,Manual,United Kingdom,-1,162.2,-162.2,Cancellation,Valid
907216,C572410,2011-10-24,23174,REGENCY SUGAR BOWL GREEN,United Kingdom,-2,3.75,-7.5,Cancellation,Valid
907217,C572410,2011-10-24,22699,ROSES REGENCY TEACUP AND SAUCER,United Kingdom,-168,2.55,-428.4,Cancellation,Valid
907218,C572410,2011-10-24,23170,REGENCY TEA PLATE ROSES,United Kingdom,-20,1.45,-29.0,Cancellation,Valid
907220,C572422,2011-10-24,POST,POSTAGE,United Kingdom,-1,35.65,-35.65,Cancellation,Valid
907221,C572422,2011-10-24,M,Manual,United Kingdom,-1,183.16,-183.16,Cancellation,Valid
907222,C572428,2011-10-24,M,Manual,United Kingdom,-1,464.9,-464.9,Cancellation,Valid
907223,C572440,2011-10-24,22224,WHITE LOVEBIRD LANTERN,United Kingdom,-2,2.95,-5.9,Cancellation,Valid
907224,C572440,2011-10-24,22720,SET OF 3 CAKE TINS PANTRY DESIGN,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
907225,C572440,2011-10-24,21238,RED RETROSPOT CUP,United Kingdom,-2,0.85,-1.7,Cancellation,Valid
907226,C572440,2011-10-24,21239,PINK  POLKADOT CUP,United Kingdom,-1,0.85,-0.85,Cancellation,Valid
907227,C572440,2011-10-24,22961,JAM MAKING SET PRINTED,United Kingdom,-10,1.45,-14.5,Cancellation,Valid
907228,C572441,2011-10-24,POST,POSTAGE,United Kingdom,-1,20.47,-20.47,Cancellation,Valid
907229,C572441,2011-10-24,M,Manual,United Kingdom,-1,177.04,-177.04,Cancellation,Valid
907257,C572444,2011-10-24,POST,POSTAGE,United Kingdom,-1,15.53,-15.53,Cancellation,Valid
907258,C572444,2011-10-24,M,Manual,United Kingdom,-1,235.54,-235.54,Cancellation,Valid
907259,C572445,2011-10-24,POST,POSTAGE,United Kingdom,-1,31.6,-31.6,Cancellation,Valid
907260,C572445,2011-10-24,M,Manual,United Kingdom,-1,186.21,-186.21,Cancellation,Valid
907261,C572446,2011-10-24,POST,POSTAGE,United Kingdom,-1,70.21,-70.21,Cancellation,Valid
907262,C572446,2011-10-24,M,Manual,United Kingdom,-1,302.04,-302.04,Cancellation,Valid
907287,C572448,2011-10-24,POST,POSTAGE,United Kingdom,-1,69.72,-69.72,Cancellation,Valid
907288,C572448,2011-10-24,M,Manual,United Kingdom,-1,259.79,-259.79,Cancellation,Valid
907289,C572449,2011-10-24,20795,LARGE BLUE PROVENCAL CERAMIC BALL,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
907290,C572449,2011-10-24,23398,HANGING HEART BONHEUR,United Kingdom,-1,0.85,-0.85,Cancellation,Valid
907291,C572449,2011-10-24,23393,HOME SWEET HOME CUSHION COVER,United Kingdom,-2,3.75,-7.5,Cancellation,Valid
907292,C572450,2011-10-24,POST,POSTAGE,United Kingdom,-1,29.28,-29.28,Cancellation,Valid
907293,C572450,2011-10-24,M,Manual,United Kingdom,-1,248.87,-248.87,Cancellation,Valid
907363,C572455,2011-10-24,POST,POSTAGE,United Kingdom,-1,30.53,-30.53,Cancellation,Valid
907364,C572455,2011-10-24,M,Manual,United Kingdom,-1,265.7,-265.7,Cancellation,Valid
907389,C572456,2011-10-24,POST,POSTAGE,United Kingdom,-1,22.56,-22.56,Cancellation,Valid
907390,C572456,2011-10-24,M,Manual,United Kingdom,-1,181.75,-181.75,Cancellation,Valid
907488,C572463,2011-10-24,22427,ENAMEL FLOWER JUG CREAM,United Kingdom,-2,5.95,-11.9,Cancellation,Valid
907489,C572463,2011-10-24,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-3,12.75,-38.25,Cancellation,Valid
907490,C572463,2011-10-24,22424,ENAMEL BREAD BIN CREAM,United Kingdom,-2,12.75,-25.5,Cancellation,Valid
907548,C572467,2011-10-24,POST,POSTAGE,United Kingdom,-1,42.05,-42.05,Cancellation,Valid
907549,C572467,2011-10-24,M,Manual,United Kingdom,-1,276.08,-276.08,Cancellation,Valid
907550,572468,2011-10-24,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,United Kingdom,-160,0.0,0.0,Stock Adjustment,Zero Price
907551,C572469,2011-10-24,85099B,JUMBO BAG RED RETROSPOT,United Kingdom,-1,2.08,-2.08,Cancellation,Valid
907552,C572469,2011-10-24,23200,JUMBO BAG PEARS,United Kingdom,-1,2.08,-2.08,Cancellation,Valid
907553,C572469,2011-10-24,23199,JUMBO BAG APPLES,United Kingdom,-1,2.08,-2.08,Cancellation,Valid
907554,C572469,2011-10-24,47567B,TEA TIME KITCHEN APRON,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
907555,C572469,2011-10-24,22386,JUMBO BAG PINK POLKADOT,United Kingdom,-4,2.08,-8.32,Cancellation,Valid
907556,C572470,2011-10-24,POST,POSTAGE,United Kingdom,-1,26.0,-26.0,Cancellation,Valid
907557,C572470,2011-10-24,M,Manual,United Kingdom,-1,233.25,-233.25,Cancellation,Valid
907558,C572471,2011-10-24,22303,COFFEE MUG APPLES DESIGN,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
907559,C572473,2011-10-24,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
907684,C572478,2011-10-24,84879,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,-1,1.69,-1.69,Cancellation,Valid
907685,C572478,2011-10-24,23012,GLASS APOTHECARY BOTTLE PERFUME,United Kingdom,-1,3.95,-3.95,Cancellation,Valid
907686,572476,2011-10-24,20665,RED RETROSPOT PURSE,United Kingdom,21,0.0,0.0,Sale,Zero Price
907687,572477,2011-10-24,20665,RED RETROSPOT PURSE,United Kingdom,-15,0.0,0.0,Stock Adjustment,Zero Price
907688,C572479,2011-10-24,37449,CERAMIC CAKE STAND + HANGING CAKES,Belgium,-1,9.95,-9.95,Cancellation,Valid
907689,C572479,2011-10-24,23660,HENRIETTA HEN MUG,Belgium,-12,1.65,-19.8,Cancellation,Valid
907690,572480,2011-10-24,22049,damaged,United Kingdom,-100,0.0,0.0,Stock Adjustment,Zero Price
907691,C572482,2011-10-24,22154,ANGEL DECORATION 3 BUTTONS,United Kingdom,-3,0.42,-1.26,Cancellation,Valid
907692,C572482,2011-10-24,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,United Kingdom,-1,1.45,-1.45,Cancellation,Valid
907693,C572481,2011-10-24,22557,PLASTERS IN TIN VINTAGE PAISLEY,United Kingdom,-4,1.65,-6.6,Cancellation,Valid
907694,C572481,2011-10-24,22553,PLASTERS IN TIN SKULLS,United Kingdom,-24,1.65,-39.6,Cancellation,Valid
907695,C572481,2011-10-24,23252,VINTAGE RED ENAMEL TRIM JUG,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
907696,C572481,2011-10-24,23251,VINTAGE RED ENAMEL TRIM MUG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
907697,C572481,2011-10-24,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,United Kingdom,-2,3.25,-6.5,Cancellation,Valid
907698,C572481,2011-10-24,23032,DRAWER KNOB CRACKLE GLAZE IVORY,United Kingdom,-6,1.65,-9.9,Cancellation,Valid
907699,C572481,2011-10-24,22730,ALARM CLOCK BAKELIKE IVORY,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
907700,C572481,2011-10-24,84687,BEACH HUT SHELF W 3 DRAWERS,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
907701,C572481,2011-10-24,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,United Kingdom,-4,4.95,-19.8,Cancellation,Valid
907757,C572485,2011-10-24,23020,GLASS  SONGBIRD STORAGE JAR,United Kingdom,-1,11.15,-11.15,Cancellation,Valid
907758,C572485,2011-10-24,23016,GLASS TWIST BON BON JAR,United Kingdom,-3,6.65,-19.95,Cancellation,Valid
907759,C572486,2011-10-24,22197,POPCORN HOLDER,EIRE,-32,0.85,-27.2,Cancellation,Valid
907765,C572488,2011-10-24,22972,CHILDREN'S SPACEBOY MUG,Germany,-1,1.65,-1.65,Cancellation,Valid
907766,C572488,2011-10-24,22556,PLASTERS IN TIN CIRCUS PARADE,Germany,-12,1.65,-19.8,Cancellation,Valid
907767,C572488,2011-10-24,22636,CHILDS BREAKFAST SET CIRCUS PARADE,Germany,-2,8.5,-17.0,Cancellation,Valid
907768,C572489,2011-10-24,22465,HANGING METAL STAR LANTERN,United Kingdom,-5,1.65,-8.25,Cancellation,Valid
907769,C572489,2011-10-24,23323,WHITE WICKER STAR,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
907770,C572489,2011-10-24,22470,HEART OF WICKER LARGE,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
907797,C572491,2011-10-24,23245,SET OF 3 REGENCY CAKE TINS,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
907798,C572491,2011-10-24,23198,PANTRY MAGNETIC  SHOPPING LIST,United Kingdom,-3,1.45,-4.35,Cancellation,Valid
907799,C572491,2011-10-24,23031,DRAWER KNOB CRACKLE GLAZE PINK,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
907800,C572491,2011-10-24,23487,SWEET HEART CAKE CARRIER,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
907801,C572492,2011-10-24,22770,MIRROR CORNICE,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
907921,572510,2011-10-24,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,United Kingdom,1,0.0,0.0,Sale,Zero Price
908071,572514,2011-10-24,20774,,United Kingdom,-4,0.0,0.0,Stock Adjustment,Zero Price
908077,572516,2011-10-24,22336,damaged,United Kingdom,-71,0.0,0.0,Stock Adjustment,Zero Price
908191,572527,2011-10-24,20984,damaged,United Kingdom,-46,0.0,0.0,Stock Adjustment,Zero Price
908259,C572529,2011-10-24,21907,I'M ON HOLIDAY METAL SIGN,United Kingdom,-12,2.1,-25.2,Cancellation,Valid
908260,C572529,2011-10-24,23409,PHOTO FRAME LINEN AND LACE LARGE,United Kingdom,-6,3.75,-22.5,Cancellation,Valid
908261,C572529,2011-10-24,23348,CHILDRENS TOY COOKING UTENSIL SET,United Kingdom,-6,2.08,-12.48,Cancellation,Valid
908262,C572530,2011-10-24,23485,BOTANICAL GARDENS WALL CLOCK,United Kingdom,-1,20.8,-20.8,Cancellation,Valid
908263,C572531,2011-10-24,23122,PARTY CHARMS 50 PIECES,United Kingdom,-2,0.83,-1.66,Cancellation,Valid
908264,C572532,2011-10-24,22960,JAM MAKING SET WITH JARS,Belgium,-1,4.25,-4.25,Cancellation,Valid
908265,572533,2011-10-24,84877D,,United Kingdom,-1,0.0,0.0,Stock Adjustment,Zero Price
908266,C572535,2011-10-24,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,United Kingdom,-2,6.25,-12.5,Cancellation,Valid
908267,572534,2011-10-24,35597D,,United Kingdom,-2,0.0,0.0,Stock Adjustment,Zero Price
908268,572536,2011-10-24,21294,ETCHED GLASS COASTER,United Kingdom,-8,0.0,0.0,Stock Adjustment,Zero Price
908269,572537,2011-10-24,37327,adjustment,United Kingdom,2,0.0,0.0,Sale,Zero Price
908270,C572538,2011-10-24,22456,NATURAL SLATE CHALKBOARD LARGE,United Kingdom,-3,4.95,-14.85,Cancellation,Valid
908271,572539,2011-10-24,79030D,TUMBLER BAROQUE,United Kingdom,13,0.0,0.0,Sale,Zero Price
908490,572543,2011-10-24,22570,,United Kingdom,-32,0.0,0.0,Stock Adjustment,Zero Price
908531,C572546,2011-10-24,23108,SET OF 10 LED DOLLY LIGHTS,United Kingdom,-1,6.25,-6.25,Cancellation,Valid
908532,572547,2011-10-24,20713,JUMBO BAG OWLS,United Kingdom,200,0.0,0.0,Sale,Zero Price
908533,572548,2011-10-24,23343,JUMBO BAG VINTAGE CHRISTMAS,United Kingdom,-200,0.0,0.0,Stock Adjustment,Zero Price
909062,C572551,2011-10-24,CRUK,CRUK Commission,United Kingdom,-1,425.14,-425.14,Cancellation,Valid
909695,C572554,2011-10-24,21068,VINTAGE BILLBOARD LOVE/HATE MUG,United Kingdom,-36,1.06,-38.16,Cancellation,Valid
909697,C572556,2011-10-24,21098,CHRISTMAS TOILET ROLL,United Kingdom,-36,1.06,-38.16,Cancellation,Valid
909698,572557,2011-10-24,22427,ENAMEL FLOWER JUG CREAM,United Kingdom,-29,0.0,0.0,Stock Adjustment,Zero Price
909851,572564,2011-10-25,40016,,United Kingdom,-108,0.0,0.0,Stock Adjustment,Zero Price
910057,572614,2011-10-25,23595,re-adjustment,United Kingdom,5,0.0,0.0,Sale,Zero Price
910058,572615,2011-10-25,23595,re-adjustment,United Kingdom,-5,0.0,0.0,Stock Adjustment,Zero Price
910417,C572659,2011-10-25,M,Manual,United Kingdom,-1,80.0,-80.0,Cancellation,Valid
910996,572684,2011-10-25,23029,DRAWER KNOB CRACKLE GLAZE GREEN,United Kingdom,-20,0.0,0.0,Stock Adjustment,Zero Price
910997,572685,2011-10-25,23032,DRAWER KNOB CRACKLE GLAZE IVORY,United Kingdom,-60,0.0,0.0,Stock Adjustment,Zero Price
